Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem
Gaziantep,Nurdaği,Mesthüyük,Mustafa KOÇ,,
Gaziantep,Nurdaği,Naimler,İmam Hüseyin KAYA,36.9168,37.2409
Gaziantep,Nurdaği,Nogaylar,Mevlüt KIYICI,36.8693,37.229
Gaziantep,Nurdaği,Olucak,Fikri KAZAN,36.6918,37.1736
Gaziantep,Nurdaği,SAKÇAGÖZ,Yücel ÇALIŞKAN,,
Gaziantep,Nurdaği,ŞATIRHÜYÜK,Salman TORBAŞ,,
Gaziantep,Nurdaği,Sayburun,Süleyman TUNA,,
Gaziantep,Nurdaği,Tandırlı,Rasim UZUN,,
Gaziantep,Nurdaği,Terken,Hamza KAYA,37.0071,37.1241
Gaziantep,Nurdaği,Torunlar,Mustafa ŞENTÜRK,36.8058,37.0676
Gaziantep,Nurdaği,Tüllüce,İbrahim ÇENECİ,36.8495,37.1549
Gaziantep,Nurdaği,Yavuz Selim,Cevdet MİNTAZ,,
Gaziantep,Nurdaği,Yaylacık,Bünyamin BAŞARICI,,
Gaziantep,Nurdaği,Yeni,Ökkeş POSTALLI,,
Gaziantep,Karkamiş,Akçaköy,Mahmut İNAL,37.8706,36.8315
Gaziantep,Karkamiş,Alaçalı,İsmail Şamil GÖGEBAKAN,37.7715,36.8324
Gaziantep,Karkamiş,Alagöz,Selim ALAGÖZ,37.8312,36.7949
Gaziantep,Karkamiş,Arıkdere,Kemal İNAL,37.8397,36.8173
Gaziantep,Karkamiş,Ayyıldız,,37.7676,36.7941
Gaziantep,Karkamiş,Balaban,Sedat TİRYAKİ,37.7692,36.8112
Gaziantep,Karkamiş,Beşkılıç,Yavuz Merve TUNÇEL,37.8034,36.7708
Gaziantep,Karkamiş,Çarşı,Halit BOZKURT,,
Gaziantep,Karkamiş,Çiftlik,Şerif ÖZASLAN,,
Gaziantep,Karkamiş,Eceler,Kadir YILMAZ,37.9319,36.9133
Gaziantep,Karkamiş,Elifoğlu,Mustafa FIRAT,37.9911,36.9471
Gaziantep,Karkamiş,Erenyolu,Süleyman UZUNASLAN,37.9732,36.8744
Gaziantep,Karkamiş,Etiler,Metin GEZER,,
Gaziantep,Karkamiş,Gürçay,Mehmet BOZKURT,38.0298,36.8833
Gaziantep,Karkamiş,Karacurun,Mehmet İrfan ÇAKIR,37.9027,36.8723
Gaziantep,Karkamiş,Karanfil,Mustafa KOCAASLAN,37.971,36.83
Gaziantep,Karkamiş,Karşıyaka,Cemal BOZKURT,,
Gaziantep,Karkamiş,Kelekli,Mehmet KARTAL,37.9902,36.9157
Gaziantep,Karkamiş,Kepirler,Adil ÖZMEN,37.9612,36.9283
Gaziantep,Karkamiş,Kıvırcık,Vedat ASLAN,37.9453,36.8278
Gaziantep,Karkamiş,Korkmazlar,Mehmet KORKMAZ,37.9238,36.9164
Gaziantep,Karkamiş,Kuruyazı,Halaf EROĞLU,37.8155,36.8655
Gaziantep,Karkamiş,Lojmanlar,Hasan POLAT,,
Gaziantep,Karkamiş,Öncüler,İsmail ÖZTÜRK,37.8496,36.7806
Gaziantep,Karkamiş,Örmetaş,İbrahim BOZKURT,37.9508,36.8937
Gaziantep,Karkamiş,Savaş,Hüseyin ÖZTEKİN,,
Gaziantep,Karkamiş,Şenlik,İbrahim Rüştü FINDIK,37.8193,36.8262
Gaziantep,Karkamiş,Soylu,Mustafa GÜZEL,37.9005,36.8323
Gaziantep,Karkamiş,Subağı,Osman ÇİÇEK,37.8769,36.8635
Gaziantep,Karkamiş,Teketaşı,Yaşar Bilal ÇAĞLAYAN,37.9032,36.9258
Gaziantep,Karkamiş,Tosunlu,Abdullah KILIÇ,37.9707,36.9064
Gaziantep,Karkamiş,Türkyurdu,Hüseyin AKSOY,37.8966,36.8062
Gaziantep,Karkamiş,Yarımca,İbrahim ÖZBERK,37.9857,36.8379
Gaziantep,Karkamiş,Yaşar,Hüseyin DEMİR,37.943,36.8713
Gaziantep,Karkamiş,Yazır,Cuma DOĞAN,37.9285,36.8798
Gaziantep,Karkamiş,Yeşerti,Zeynal GÖREN,37.8458,36.8536
Gaziantep,Karkamiş,Yolağzı,Menderes SARI,37.8548,36.8866
Gaziantep,Karkamiş,Yurtbağı,Ümmühan BOZKURT,38.0034,36.8621
Gaziantep,Karkamiş,Zührecik,Mehmet ÇAKIR,,
Gaziantep,İslahiye,Ağabey,Ömer AKSOY,36.5916,36.9719
Gaziantep,İslahiye,Ağalarobası,Reşit YILMAZ,36.6866,36.9243
Gaziantep,İslahiye,Akınyolu,Recep ÇİTÇİ,36.7386,36.9677
Gaziantep,İslahiye,Alaca,Şeyho ÇAKMAK,36.832,36.9874
Gaziantep,İslahiye,ALTINÜZÜM,Ömer ASLAN,,
Gaziantep,İslahiye,Arpalı,Ömer Faruk ÇELİK,36.5954,37.0474
Gaziantep,İslahiye,Atatürk,Şıhmehmet ÖZÇAKMAK,,
Gaziantep,İslahiye,Aydınlık,Yakup KAYA,,
Gaziantep,İslahiye,Bahçelievler,Adem KILIÇ,,
Gaziantep,İslahiye,Bayraktepe,Haci KILÇIK,36.7787,37.0346
Gaziantep,İslahiye,Beyler,Halil DUMAN,,
Gaziantep,İslahiye,BOĞAZİÇİ,Şıhmus YILDIZ,,
Gaziantep,İslahiye,Burhaniye,Orhan ŞAHİN,,
Gaziantep,İslahiye,Burunsuzlar,Şemsettin ERÇELİK,36.8644,36.9432
Gaziantep,İslahiye,Çamlıca,Mehmet DEVECİ,,
Gaziantep,İslahiye,Çerçili,Savaş KUŞ,36.5938,37.0368
Gaziantep,İslahiye,Cevdetpaşa,Şahin GÜZEY,,
Gaziantep,İslahiye,Çınarlı,Halil GÖRGÜLÜ,36.8047,36.944
Gaziantep,İslahiye,Çolaklar,Muhittin SÖNMEZ,36.6797,36.9743
Gaziantep,İslahiye,Çubuk,Ali ÇİÇEK,36.7747,36.9984
Gaziantep,İslahiye,Cumhuriyet,Haci YILDIRIM,,
Gaziantep,İslahiye,Değirmencik,Bünyamin ASLAN,36.6083,37.0021
Gaziantep,İslahiye,Dervişpaşa,Zeki DEMİR,,
Gaziantep,İslahiye,Elbistanhüyüğü,Mehmet EROĞLU,36.7198,37.0874
Gaziantep,İslahiye,Erenler,Halil ŞENBULUT,,
Gaziantep,İslahiye,Esenler,Ömer TİKEN,36.5338,36.9003
Gaziantep,İslahiye,Fevziçakmak,Mehmet Hanifi ÖZDEMİR,,
Gaziantep,İslahiye,FEVZİPAŞA,Ömer YILDIZ,,
Gaziantep,İslahiye,Göltepe,Kadir DALOĞLU,,
Gaziantep,İslahiye,Güllühüyük,Devlet KÖSE,36.6879,37.0046
Gaziantep,İslahiye,Güngören,Rıza YILMAZ,36.8028,36.9316
Gaziantep,İslahiye,Hacı Ali Öztürk,Mustafa DAĞLI,,
Gaziantep,İslahiye,Hanağzı,Ali KOÇAK,36.6045,37.0651
Gaziantep,İslahiye,Hasanlök,Erol BÜLBÜL,36.4936,36.9024
Gaziantep,İslahiye,Hürriyet,Nurullah MURAT,,
Gaziantep,İslahiye,İdilli,Bekir SARI,36.5621,36.9819
Gaziantep,İslahiye,Kabaklar,Hüseyin GÖKMEN,36.567,37.0367
Gaziantep,İslahiye,Kalaycık,Cemal GÖK,36.6506,36.9422
Gaziantep,İslahiye,Kaleobası,Hasan ÜZER,,
Gaziantep,İslahiye,Karacaören,Duran ÖZDEMİR,36.9096,36.96
Gaziantep,İslahiye,Karakaya,Ahmet HOŞGÖREN,36.7753,36.9598
Gaziantep,İslahiye,Karapınar,İsmet ŞAHİN,36.6372,36.9623
Gaziantep,İslahiye,Karapolat,Bekir KELEŞ,36.7089,37.0039
Gaziantep,İslahiye,Kayabaşı,Süleyman YILMAZ,36.5197,36.9266
Gaziantep,İslahiye,Kazıklı,Kadir KARABULUT,36.7019,36.8409
Gaziantep,İslahiye,Kırıkçalı,Hasan Esat TAŞKOPARAN,36.6206,36.9929
Gaziantep,İslahiye,Koçcağız,Bekir ŞAMLI,36.5622,37.0049
Gaziantep,İslahiye,Köklü,Ökkeş KAPLAN,36.5569,36.9955
Gaziantep,İslahiye,Kozdere,Erdal EROL,36.6651,37.131
Gaziantep,İslahiye,Kuşçumustafa,Rıza DEMİRCAN,,
Gaziantep,İslahiye,Ortaklı,Mehmet ÖLMEZ,36.7581,36.9301
Gaziantep,İslahiye,Örtülü,Hakan ÇETİN,36.7165,37.0598
Gaziantep,İslahiye,Pınarbaşı,Mustafa UYGUN,,
Gaziantep,İslahiye,Şahmaran,Hüseyin YILDIRIM,36.722,36.9686
Gaziantep,İslahiye,Şerikanlı,Hakkı DEMİREL,36.6195,36.8987
Gaziantep,İslahiye,Serinevler Mahallesi,Mustafa YÜKSEL,,
Gaziantep,İslahiye,Sulumağara,Ramazan UÇAR,,
Gaziantep,İslahiye,Tandır,Cengizhan KAPLAN,36.5215,36.9621
Gaziantep,İslahiye,Telli,Fevzi KİRAZ,36.6052,37.0297
Gaziantep,İslahiye,Türkbahçe,Gülay ÇETİN,36.6137,37.0817
Gaziantep,İslahiye,Yağızlar,İdris KARAGEYİK,36.4805,36.9506
Gaziantep,İslahiye,Yelliburun,Ökkeş TOZ,36.71,37.0263
Gaziantep,İslahiye,Yeni,Aziz GÜNEŞ,,
Gaziantep,İslahiye,Yeniceli,Mehmet ÇETİN,36.9219,36.9783
Gaziantep,İslahiye,Yeniköy,Süleyman KAYA,36.6355,36.9887
Gaziantep,İslahiye,Yesemek,Mustafa GÜNEŞ,36.7442,36.9042
Gaziantep,İslahiye,Yeşilova,Mustafa KÖSE,36.7416,36.9959
Gaziantep,İslahiye,YEŞİLYURT,İsmail ERKMEN,,
Gaziantep,İslahiye,Yolbaşı,Sait GÜZEL,36.6495,36.8522
Gaziantep,İslahiye,Yukarı bilenler,Şehmus İZGÜDEN,36.638,36.9389
Gaziantep,İslahiye,Zincirli,Resül KILIÇ,36.6761,37.1045
Gaziantep,Nizip,Adaklı,Mustafa TAŞÇI,,
Gaziantep,Nizip,Akçakent,Fatih BİLMEZ,37.7706,37.0275
Gaziantep,Nizip,Akkuyu,Haluk Ahmet ÇAPAN,37.7499,36.8991
Gaziantep,Nizip,Alahacı,Bekir KAPLAN,37.772,37.2162
Gaziantep,Nizip,Altındağ,Mustafa POLAT,37.7055,37.0915
Gaziantep,Nizip,Aşağıbayındır,Uğur BALCI,37.964,36.9736
Gaziantep,Nizip,Aşağıçardak,Abdi BAKIR,37.8575,37.1281
Gaziantep,Nizip,Atatürk,Bekir KARAKUŞ,,
Gaziantep,Nizip,Bağlıca,Müslüm YILMAZ,37.8838,36.9968
Gaziantep,Nizip,Bahçeli,Müslüm ŞEKER,37.7174,36.969
Gaziantep,Nizip,Ballı,Ali BOZKURT,37.8012,37.1961
Gaziantep,Nizip,Belkıs,Müslüm ÖZDEMİR,37.8759,37.046
Gaziantep,Nizip,Boyluca,Hasan KAPLAN,37.6258,37.1777
Gaziantep,Nizip,Bozalioğlu,Ali Işık DENİZ,37.8723,36.9547
Gaziantep,Nizip,Çakmaktepe,İlhan ASLAN,37.777,36.9348
Gaziantep,Nizip,Çanakçı,Mehmet Ali KAYA,37.7456,37.1147
Gaziantep,Nizip,Çatalca,Ünal DİKEN,37.6946,36.9015
Gaziantep,Nizip,Cumhuriyet,Mehmet Temel MERMER,,
Gaziantep,Nizip,Dayıdağı,Hasan KALKAN,37.635,37.1532
Gaziantep,Nizip,Dazhüyük,Cuma ÇİÇEK,37.8363,36.8921
Gaziantep,Nizip,Dernek,Osman KAPLAN,,
Gaziantep,Nizip,Doğrular,Ahmet Yavuz ORAL,37.7666,36.9545
Gaziantep,Nizip,Duraklı,Yusuf FISTIK,37.749,37.2517
Gaziantep,Nizip,Dutlu,Şerif ŞAHİN,37.8575,37.0121
Gaziantep,Nizip,Düzbayır,Fatih DOĞAN,37.7338,36.8339
Gaziantep,Nizip,Ekinci,,37.8112,36.8795
Gaziantep,Nizip,Erenköy,Halil YILMAZ,37.8422,37.166
Gaziantep,Nizip,Eskikonak,Ali YILMAZ,37.801,36.909
Gaziantep,Nizip,Eyüp Sultan,Mehmet UÇAR,,
Gaziantep,Nizip,Fatih Sultan,Ahmet CEYLAN,,
Gaziantep,Nizip,Fevkani,Abubekir TURAN,,
Gaziantep,Nizip,Fevzipaşa,Seyit Ahmet KANAR,,
Gaziantep,Nizip,Fırat,Mahmut GÜLER,,
Gaziantep,Nizip,Gaziler,Mustafa KARA,37.71,37.1854
Gaziantep,Nizip,Gevence,Mehmet KILIÇPARLAR,37.844,36.9141
Gaziantep,Nizip,Gökçeli,Yaşar YILMAZ,37.7034,36.8807
Gaziantep,Nizip,Güder,Osman ŞEN,37.7712,37.1702
Gaziantep,Nizip,Gülkaya,Müslüm DEMİR,37.9659,36.9604
Gaziantep,Nizip,Gümüşgün,Sıtkı KILIÇ,37.8296,37.2014
Gaziantep,Nizip,Günaltı,Mahmut BOZKURT,37.9171,37.0075
Gaziantep,Nizip,Gürbaşak,Yusuf KILIÇ,37.7733,37.2535
Gaziantep,Nizip,Güzelköy,Şıh ŞAHİN,37.8964,36.9892
Gaziantep,Nizip,Hafızpaşa,Kemal KARAKUŞ,,
Gaziantep,Nizip,Hancağız,Hasan YAŞAR,37.9137,36.9611
Gaziantep,Nizip,Hazımoğlu,Tahsin OĞUZ,37.8252,37.0154
Gaziantep,Nizip,İkizce,Hurşit AÇIKGÖZ,37.7733,36.8637
Gaziantep,Nizip,İntepe,Fadil YALÇINKAYA,37.9456,36.9503
Gaziantep,Nizip,İstasyon,Recep ŞEKER,,
Gaziantep,Nizip,İstiklal,Mahmut AKPAK,,
Gaziantep,Nizip,Kale,Ata KILIÇPARLAR,37.8372,36.946
Gaziantep,Nizip,Kamışlı,Hasan YALÇIN,37.8257,37.2417
Gaziantep,Nizip,Karaburç,Salih YILMAZ,37.7157,37.2208
Gaziantep,Nizip,Karşıyaka,Şükrü GÜRBÜZ,,
Gaziantep,Nizip,Kayalar,Selim KAYA,37.7687,37.224
Gaziantep,Nizip,Keklik,Fahri KAYA,37.8154,37.0833
Gaziantep,Nizip,Kesiktaş,Bekir YILMAZ,37.7428,36.8704
Gaziantep,Nizip,Kıbrıs,Nihat AYKUT,,
Gaziantep,Nizip,Kıraçgülü,Galip SÖNMEZ,37.7954,36.8605
Gaziantep,Nizip,Kıratlı,Cemal BİRBİLEN,37.744,37.0918
Gaziantep,Nizip,Kızılcakent,Harun ASLAN,37.7736,37.0453
Gaziantep,Nizip,Kızılin,Yusuf YALÇINKAYA,37.8059,37.1449
Gaziantep,Nizip,KOCATEPE,Adnan PALAMUT,,
Gaziantep,Nizip,Korucak,Mehmet YAŞAR,37.73,37.201
Gaziantep,Nizip,Köseler,Ali AYIK,37.8026,37.2418
Gaziantep,Nizip,Kumla,Bozan KARA,37.9991,36.9554
Gaziantep,Nizip,Kurucahüyük,Mehmet BİRELLİ,37.7449,36.8748
Gaziantep,Nizip,Mağaracık,Ali KAHRAMAN,37.7872,36.9739
Gaziantep,Nizip,Mehmetobası,Abdullah ÇEVİK,37.7391,37.1647
Gaziantep,Nizip,Menderes,Ahmet ÖZTÜRK,,
Gaziantep,Nizip,Mercanlı,Kemal ASLAN,37.7906,36.938
Gaziantep,Nizip,Mevlana,Ahmet DEMİR,,
Gaziantep,Nizip,Mihrap,İsmail ÖZKILIÇ,37.8684,36.9349
Gaziantep,Nizip,Mimarsinan,Ahmet CENGİZ,,
Gaziantep,Nizip,Nahırtepe,Ayhan KAHRAMAN,37.813,36.9606
Gaziantep,Nizip,Namıkkemal,Mehmet KAYA,,
Gaziantep,Nizip,Özyurt,,37.7859,37.11
Gaziantep,Nizip,Pazarcami,Fatih CANKESEN,,
Gaziantep,Nizip,Saha,İbrahim Halil ÇİÇEK,,
Gaziantep,Nizip,Şahinbey,İbrahim ÇELEN,,
Gaziantep,Nizip,SALKIM,Battal ÖZDEMİR,,
Gaziantep,Nizip,Samandöken,Bülent CANPOLAT,37.847,37.0409
Gaziantep,Nizip,Samanlı,Hüseyin AĞCAN,37.7411,36.9602
Gaziantep,Nizip,Saray,Bahattin YILMAZ,,
Gaziantep,Nizip,Sarıkoç,Süleyman NAİM,37.808,36.8946
Gaziantep,Nizip,SEKİLİ,Yakup KESKİN,,
Gaziantep,Nizip,Şıhlar,Mustafa AKSU,,
Gaziantep,Nizip,Söğütlü,Davut KARABACAK,37.7244,37.0023
Gaziantep,Nizip,Suboyu,Cevdet KORKMAZ,37.9588,37.0158
Gaziantep,Nizip,Sultan Abdulhamit,Mehmet ÇINAR,,
Gaziantep,Nizip,Tahtani,Mahmut Fedai AKIN,,
Gaziantep,Nizip,Tanır,Yasin ASLAN,37.8155,37.1122
Gaziantep,Nizip,TATLICAK,Abdülbasit BÜYÜK,,
Gaziantep,Nizip,Tosunlu,Devriş DOĞAN,,
Gaziantep,Nizip,Toydemir,Doğan ASLAN,37.847,37.1135
Gaziantep,Nizip,Tuluktaş,Mustafa KURT,37.7415,37.0544
Gaziantep,Nizip,Turlu,Şükrü BAKAR,37.7601,37.0687
Gaziantep,Nizip,Turnalı,Bülent BOZFIRAT,37.8514,37.0223
Gaziantep,Nizip,ULUYATIR,Kemal ÇAKMAK,,
Gaziantep,Nizip,Yağcılar,Cuma AĞAÇ,37.6735,36.9163
Gaziantep,Nizip,Yağmuralan,Zihni KARAKUŞ,37.7607,36.9249
Gaziantep,Nizip,Yarımtepe,Cuma TORUN,37.714,36.9371
Gaziantep,Nizip,Yeniyapan,Alaeddin TUNÇERDEM,37.7834,36.8925
Gaziantep,Nizip,Yeniyazı,Şaban ASLAN,37.7302,37.075
Gaziantep,Nizip,Yeşilevler,Gökhan KÖSE,,
Gaziantep,Nizip,Yolçatı,Abidin KILIÇPARLAR,37.8446,36.9892
Gaziantep,Nizip,Yukarıbayındır,Cengiz BAYINDIRLI,37.9571,36.9846
Gaziantep,Nizip,Yukarıçardak,Halit OKTAŞ,37.8545,37.1416
Gaziantep,Nizip,Yunus Emre,Nihat ÇELİK,,
Gaziantep,Nizip,Zeytinlik,Mehmet KILIÇKIRAN,,
Gaziantep,Araban,Akbudak,İbrahim ÇELİK,37.9368,37.4436
Gaziantep,Araban,Akkoç,Mustafa KORKMAZ,37.8011,37.4755
Gaziantep,Araban,Altınpınar,Ali ÇELİK,37.8633,37.4168
Gaziantep,Araban,Aşağıkaravaiz,Kadir KISA,37.7995,37.4453
Gaziantep,Araban,Aşağıyufkalı,Mustafa DAĞDELEN,37.7506,37.4513
Gaziantep,Araban,Bağlıca,Şıhmehmet YILDIZ,,
Gaziantep,Araban,Başpınar,Doğan KILIÇ,37.8567,37.4507
Gaziantep,Araban,Beydili,Bünyamin POLAT,37.6599,37.5055
Gaziantep,Araban,Çiftekoz,Mehmet ŞEKER,37.9643,37.439
Gaziantep,Araban,Dağdancık,Ömer CANSEVEN,37.5968,37.395
Gaziantep,Araban,Doğan,Mehmet ÇETİN,,
Gaziantep,Araban,Dumlu Pınar,Yusuf ŞENER,,
Gaziantep,Araban,ELİF,Vakkas SARIKAYA,,
Gaziantep,Araban,Emirhaydar,Seydi Vakkas KAYA,37.6961,37.5141
Gaziantep,Araban,Erenbağ,Mustafa AÇIKGÖZ,37.9684,37.4566
Gaziantep,Araban,Esentepe,Salih ÇOBAN,37.7133,37.407
Gaziantep,Araban,Eskialtıntaş,Mehmet AKSU,37.7024,37.4107
Gaziantep,Araban,Fakılı,Ali ÇOBAN,37.7462,37.4032
Gaziantep,Araban,Fevziçakmak,Servet ÖZGÜLEÇ,,
Gaziantep,Araban,Fıstıklıdağ,Recep SABANCI,38.0392,37.4578
Gaziantep,Araban,Gelinbuğday,Ahmet KORKUT,37.5813,37.4048
Gaziantep,Araban,Gökçepayam,Ramazan TÜRKAN,,
Gaziantep,Araban,Güllüce,Celal ÖZKOYUNCU,37.581,37.4643
Gaziantep,Araban,Gümüşpınar,Kasım BİLGE,37.8904,37.445
Gaziantep,Araban,Güzey,Osman YAĞCI,,
Gaziantep,Araban,Hasanoğlu,Hüseyin KURT,37.8576,37.3852
Gaziantep,Araban,Hisar,Seydi ÇALIŞKAN,37.9169,37.3859
Gaziantep,Araban,Kale,Hasan Hüseyin KARA,,
Gaziantep,Araban,Karababa,Tarık KÜREŞ,37.8443,37.4231
Gaziantep,Araban,Karacaören,Hasan DOĞAN,37.6829,37.4769
Gaziantep,Araban,Köklüce,Halfe TUNADAĞI,37.6193,37.4699
Gaziantep,Araban,Körhacıobası,Hüseyin DEMİR,37.6302,37.3979
Gaziantep,Araban,Küçüklü,Sıddık BUDAK,37.8292,37.4294
Gaziantep,Araban,Mehmet Gökçek,Haci İLİK,,
Gaziantep,Araban,Muratlı,Hüseyin ERÇALAĞAN,37.5352,37.3978
Gaziantep,Araban,Nurettin,Doğan ELMAS,37.9533,37.4531
Gaziantep,Araban,Sarıkaya,Hülya YILDIZ,37.7476,37.5143
Gaziantep,Araban,Sarıtepe,Muhittin GÜNDOĞDU,37.8405,37.3933
Gaziantep,Araban,Şerif Peri,Sıttık GİRİŞMEZ,,
Gaziantep,Araban,Tarlabaşı,Mustafa ÖZKAN,37.9518,37.4167
Gaziantep,Araban,Taşdeğirmen,Ahmet KILIÇ,37.809,37.4166
Gaziantep,Araban,Turgut Özal,Veysel Garani SARITİKEN,,
Gaziantep,Araban,Yaylacık,Mustafa GÜLMÜŞ,37.7491,37.495
Gaziantep,Araban,Yeni Altıntaş,Kemal KÜPE,,
Gaziantep,Araban,Yeşilova,Şerif ALTINTAŞ,,
Gaziantep,Araban,Yolveren,Bayram ÇOBAN,37.6584,37.4783
Gaziantep,Araban,Yukarıkaravaiz,Haci IŞIK,37.8107,37.4594
Gaziantep,Araban,Yukarıyufkalı,Arzuman TOPRAK,37.7537,37.469
Gaziantep,Araban,Ziyaret,Sıddık TURAN,37.7022,37.4734
Diyarbakir,Sur,Abdaldede,Serkan GÜLER,40.2354,37.9095
Diyarbakir,Sur,Ağaçlıdere,Nusret BİNGÖL,,
Diyarbakir,Sur,Alabal,Mehmet TOY,,
Diyarbakir,Sur,Alcık,Mehmet KARAKAŞ,,
Diyarbakir,Sur,Alibardak,Erdal ERDEM,,
Diyarbakir,Sur,Alipaşa,Abdulkadir SULAR,40.2311,37.9076
Diyarbakir,Sur,Arpaderesi,Abdulbaki POLAT,,
Diyarbakir,Sur,Bağıvar,Mehmet İhsan TURAN,40.242436,37.919749
Diyarbakir,Sur,Bağpınar,Hakan GÜZELSOY,40.43892,38.0056
Diyarbakir,Sur,Bahçecik,Mehmet LALA,40.448311,37.891515
Diyarbakir,Sur,Baroğlu,Adnan YILDIZ,,
Diyarbakir,Sur,Beybulak,Mehmet YAKIŞIKLI,,
Diyarbakir,Sur,Bostanpınar,Azmi YİĞİT,,
Diyarbakir,Sur,Bozdemir,Medeni TOSUNLU,40.303368,37.836819
Diyarbakir,Sur,Büyükakören,Mustafa ASLAN,,
Diyarbakir,Sur,Büyükkadı,Yılmaz KEKLİK,40.294428,38.012327
Diyarbakir,Sur,Cami-İ Kebir,Cengiz EKİCİ,40.2348,37.9132
Diyarbakir,Sur,Cami-İ Nebi,İhsan YEŞİL,40.2353,37.9147
Diyarbakir,Sur,Çarıklı,Faysal GÜNGÜRÜR,,
Diyarbakir,Sur,Çataksu,,,
Diyarbakir,Sur,Çelikli,Ferman BERK,,
Diyarbakir,Sur,Cemal Yılmaz,Koçero TOPDEMİR,40.2378,37.9082
Diyarbakir,Sur,Cevatpaşa,Mehmet DEĞER,40.2411,37.9161
Diyarbakir,Sur,Çubuklu,Şeref GÜZEL,,
Diyarbakir,Sur,Dabanoğlu,Abdullah BABRAK,40.2395,37.9142
Diyarbakir,Sur,Dervişhasan,Vedat DOĞAN,,
Diyarbakir,Sur,Doğanlı,Mehmet BARAN,,
Diyarbakir,Sur,Doğuçanakçı,Cihan ÖZBAY,40.400785,37.920309
Diyarbakir,Sur,Dumrul,Mehmet TANRIVERDİ,,
Diyarbakir,Sur,Erimli,Ali KAYA,40.277309,38.033155
Diyarbakir,Sur,Eryolu,Selam KAYA,,
Diyarbakir,Sur,Esenbağ,Haci EKİN,40.393789,38.010448
Diyarbakir,Sur,Fatihpaşa,Fatih AÇİN,40.2429,37.9134
Diyarbakir,Sur,Fetih,Mustafa KORKMAZ,,
Diyarbakir,Sur,Fidanlar,Ahmet FİDAN,,
Diyarbakir,Sur,Gencan,Mahmut ÖĞMEN,40.271081,38.044912
Diyarbakir,Sur,Gölpınar,Mehmet CANDAN,40.356712,37.892649
Diyarbakir,Sur,Gültepe,Hasan ARSLAN,,
Diyarbakir,Sur,Hacıosmanköy,Ali İhsan ÇELİK,40.398382,37.896087
Diyarbakir,Sur,Harmanlar,,,
Diyarbakir,Sur,Hasırlı,Emrah USUN,40.2415,37.9093
Diyarbakir,Sur,Havacılar,Mehmet ÖZ,40.27886,37.995764
Diyarbakir,Sur,Hızırilyas,Cengiz BAYHAN,40.420808,37.870801
Diyarbakir,Sur,İskenderpaşa,Ali ÜRÜN,40.2318,37.9146
Diyarbakir,Sur,Kabasakal,Zeyneddin ÇİNAR,40.280111,37.777907
Diyarbakir,Sur,Kapaklıpınar,Behçet KOÇAK,,
Diyarbakir,Sur,Karabaş,Cavit YONTÜRK,40.320791,37.928054
Diyarbakir,Sur,Karaçalı,Fuat CÖMERT,40.317972,37.954434
Diyarbakir,Sur,Karacaören,Burhan ATLI,,
Diyarbakir,Sur,Karaçimen,Aydın SAMANCI,,
Diyarbakir,Sur,Kardeşler,Abdullah KALECİ,40.259158,37.971734
Diyarbakir,Sur,Karpuzlu,Abdulbaki ONUR,,
Diyarbakir,Sur,Karpuztepe,Ömer AKIŞ,,
Diyarbakir,Sur,Kartaltepe,Abdullah ALPHAN,,
Diyarbakir,Sur,Kavaklıbağ,Mustafa KURT,,
Diyarbakir,Sur,Kayayolu,Yusuf POLAT,,
Diyarbakir,Sur,Kengerli,Aydın ALAKUŞ,,
Diyarbakir,Sur,Kervanpınar,Tacdin ÇİÇEK,40.405917,37.82432
Diyarbakir,Sur,Kırmasırt,Müslüm EVREN,40.280882,37.816363
Diyarbakir,Sur,Konacık,Sertif DEMİR,,
Diyarbakir,Sur,Köprübaşı,Esvet ÖZDAĞ,40.39063,37.993364
Diyarbakir,Sur,Köşk,Rıza AVCI,40.375194,38.045729
Diyarbakir,Sur,Koyungüden,Mehmet ÇETİNKAYA,,
Diyarbakir,Sur,Kozan,Resul DURMUŞ,40.299519,37.872693
Diyarbakir,Sur,Küçükakören,Zait ÇAKIR,,
Diyarbakir,Sur,Küçükkadı,Mirhat ÇEVİK,40.289478,37.966155
Diyarbakir,Sur,Kumluçat,Şeyhmus ÖZ,,
Diyarbakir,Sur,Kumrucak,Abdullah ÇERMO,,
Diyarbakir,Sur,Kuşburnu,Ersan DEMİR,40.363143,37.995509
Diyarbakir,Sur,Kuşlukbağı,Ali ÇELİK,40.359441,37.960311
Diyarbakir,Sur,Lalebey,Abdullah ÇELİK,40.2297,37.9098
Diyarbakir,Sur,Melikahmet,Ali KİZGİN,40.23,37.9123
Diyarbakir,Sur,Mermer,Ömer DİCLEHAN,,
Diyarbakir,Sur,Mermer(mermeri),Mehmet BARAN,,
Diyarbakir,Sur,Nefirtaş,Nüsrettin ERDEM,,
Diyarbakir,Sur,ÖZEKLİ,Mustafa ATAŞOĞLU,,
Diyarbakir,Sur,Pınardüzü,Fuat DİLEK,40.371318,37.941636
Diyarbakir,Sur,Sağdıçlı,Mehmet KAYA,,
Diyarbakir,Sur,Sapanca,Murat ARSLAN,,
Diyarbakir,Sur,Sarıkamış,Abdulmenaf KARAKAŞ,40.339633,38.053491
Diyarbakir,Sur,Sarılar,Mehmet Nur SARI,,
Diyarbakir,Sur,Sarıyazma,Hilmi LALE,,
